'Total'
343.65630000000004
339.8420666666667
339.5209
1109.6992666666667
617.2881999999995
247.38396666666662
245.3189000000001
243.66089999999997
243.37333333333305
241.92713333333342
244.01570000000018
421.5645333333332
421.24846666666633
812.5416333333334
589.9615999999994
588.9868333333334
257.03266666666656
194.05656666666655
193.37993333333347
263.1633333333333
393.2911333333333
385.69733333333335
381.96226666666666
378.7696333333331
377.41703333333317
581.399866666667
369.1289666666663
194.75369999999998
483.14193333333327
434.52653333333313
384.81933333333325
195.44463333333346
195.77220000000005
195.4689
196.04743333333343
195.88016666666664
214.38120000000015
387.2517333333334
321.05523333333304
273.95446666666675
138.12859999999992
96.62806666666667
96.3779666666666
96.23803333333326
96.32579999999993
96.03206666666665
95.63329999999996
95.57839999999997
165.2033666666667
281.29156666666665
273.9142
174.7827
96.53649999999998
95.98466666666667
96.20223333333333
99.56456666666661
100.30816666666664
101.23326666666671
98.34083333333338
134.3872
284.59249999999986
276.0140333333333
202.57339999999994
100.6822666666667
100.81653333333325
101.64219999999997
1523.5914000000018
673.1373666666664
609.5151333333328
277.7615
295.7228333333334
215.09120000000019
137.83696666666674
136.89596666666677
136.60593333333327
136.26906666666667
136.30876666666677
139.16046666666668
209.54943333333344
293.15726666666694
405.29519999999974
1262.6182666666668
449.60939999999994
409.8084333333333
328.74453333333355
239.05506666666662
237.92083333333338
238.38876666666667
240.5217333333332
237.21970000000002
283.04023333333345
288.42106666666643
282.8742333333334
283.0114999999998
283.85413333333327
287.5620333333332
290.3888999999999
293.0055333333333
414.70720000000006
463.5716666666664
470.5918666666669
458.2060666666664
325.8012333333335
293.9688999999999
293.0212666666667
300.9488333333334
348.4830666666667
388.2187333333335
497.88746666666674
703.3220333333336
885.5701000000001
3124.9379000000017
1895.8403333333324
1276.3909666666664
1381.663666666667
2086.4293666666667
1907.2415666666661
378.2260333333334
2088.2492333333316
962.5982666666672
398.1716999999998
409.281933333333
346.8041000000003
1182.5814000000005
288.9190666666668
292.7049999999999
306.2266
304.0916999999999
345.71866666666665
826.1819666666671
646.8924666666669
589.6629000000004
1276.170266666667
1291.0299666666658
1393.3392666666668
1388.2860666666668
1385.7998333333342
1383.251866666667
1320.9526333333336
490.11080000000004
483.17089999999985
480.81166666666667
420.61929999999995
1240.580733333334
1544.8447999999994
1542.5242666666666
1501.8751999999997
994.042366666666
499.2403
417.8113333333332
266.85303333333354
708.5612333333332
583.6229333333331
510.969966666666
259.6990666666666
